Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7215308058632746,0.37420555555555557,1.266354051876068,0.5558
1,1.4525605992635091,0.47778333333333334,1.0456746332168578,0.6294
2,1.3544539554384019,0.5149166666666667,1.123628855609894,0.6134
3,1.2972249745262994,0.5364944444444445,0.9349148910522461,0.6768
4,1.2577255455652874,0.5521555555555555,0.8940451379776001,0.6918
5,1.2302758081436158,0.5621388888888889,0.9698345335483551,0.667
6,1.2090209452735052,0.5691888888888889,0.9016984922885894,0.6888
7,1.19283918194241,0.5760444444444445,0.9408249365806579,0.6696
8,1.1785928582933214,0.5813722222222222,0.9448408134460449,0.6808
9,1.1687797108862135,0.5849055555555556,0.8699042423248291,0.7028
10,1.159777660285102,0.5870722222222222,0.8727123338699341,0.6906
11,1.1493301011827257,0.5922166666666666,0.9030306433677673,0.6824
12,1.1432565496868556,0.5940222222222222,0.9748372439861298,0.6654
13,1.1355381453196207,0.5964,0.8540180465221405,0.6998
14,1.1285828565385607,0.5982555555555555,0.8137279376983643,0.7242
15,1.1248761991076999,0.5997277777777777,0.8497120940208435,0.7064
16,1.1207988339742025,0.6016,0.849130775308609,0.7106
17,1.115382457669576,0.6033666666666667,0.811137976360321,0.7226
18,1.1130367434183757,0.6042055555555556,0.8708360966205597,0.701
19,1.1051313467449613,0.6068555555555556,0.8143664712429046,0.7138
