Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.8951385427983602,0.30874666666666667,2.798331299972534,0.1144
1,1.6653301042090523,0.39825333333333335,3.1423124428749083,0.1104
2,1.5835250273556178,0.4291022222222222,3.3980882944107056,0.1656
3,1.533549888780382,0.44852888888888887,3.9160138956069948,0.1634
4,1.4966891153971353,0.4630533333333333,4.937078889083862,0.1536
5,1.465886233300103,0.47452,4.874672357368469,0.1636
6,1.4450920419777764,0.48217777777777776,5.360679591751099,0.145
7,1.4296607949447633,0.4887288888888889,5.815840567779541,0.1634
8,1.4155518624072605,0.4926977777777778,6.152788343811035,0.1556
9,1.402297273771498,0.49704,7.044307095909119,0.1524
