Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7369736160702176,0.3673,1.235004461479187,0.5588
1,1.456678870370653,0.4739111111111111,1.0750578453063966,0.6162
2,1.3584001100964016,0.5127166666666667,1.059109762096405,0.6276
3,1.3000422078662448,0.5339,0.9452683909416199,0.6702
4,1.2565358518706429,0.5506222222222222,0.9417300943374634,0.6766
5,1.2274678817749023,0.5621,0.912822992181778,0.6836
6,1.2066383165359498,0.5699555555555555,0.856773999595642,0.7012
7,1.1877065452363755,0.5759055555555556,0.8927243369579315,0.6936
8,1.1744454199896919,0.5819444444444445,0.8738725282669068,0.6996
9,1.1630906746122571,0.5870388888888889,0.8424062242984772,0.7118
10,1.1535264611138238,0.5893777777777778,0.8406800621986389,0.7084
11,1.1460263132519193,0.5916277777777778,0.8428214140892029,0.7056
12,1.1367559259838529,0.5951666666666666,0.8759915508270264,0.6946
13,1.1302538537343343,0.5982,0.8850896755218506,0.6928
14,1.1237694861941867,0.5989166666666667,0.844193325996399,0.711
15,1.1200744514677259,0.6014,0.8252662765502929,0.7204
16,1.1132125028822157,0.6024611111111111,0.8535613746643066,0.7046
17,1.110568136999342,0.60555,0.8481174291849136,0.7102
18,1.1083170288509794,0.6070611111111112,0.8587819947242736,0.6976
19,1.100957548183865,0.6078611111111111,0.8703987893342972,0.6924
