Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.89694553279029,0.3001111111111111,3.05938353767395,0.0988
1,1.7227752009455364,0.3685688888888889,3.000275707435608,0.121
2,1.6465988890414769,0.4009422222222222,2.5501335971832275,0.1408
3,1.6082460272259183,0.4163955555555556,2.6652151560783386,0.1024
4,1.581450844739278,0.4286577777777778,2.827335440826416,0.1084
5,1.5619486678949992,0.4366933333333333,3.3746103588104246,0.104
6,1.545580279091729,0.44291555555555556,2.89249578666687,0.1142
7,1.533296875199212,0.44716,2.774274217605591,0.1132
8,1.5229712379455567,0.45139555555555555,2.9290404794692995,0.1224
9,1.512471939646403,0.4557377777777778,3.05535276927948,0.132
