Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.885527487610711,0.3058133333333333,3.46370511264801,0.1054
1,1.708515508172777,0.3764222222222222,2.6533467164993287,0.1028
2,1.6405461176978218,0.40367555555555557,3.394928341293335,0.0976
3,1.6017156457985773,0.4181511111111111,3.347935974597931,0.113
4,1.5734788401794433,0.43033333333333335,3.33799391040802,0.1066
5,1.5546006152131822,0.43877333333333335,2.777247003364563,0.0992
6,1.5341757685428195,0.44621333333333335,3.465502678489685,0.1066
7,1.5208801785108779,0.4520088888888889,3.027988777732849,0.0994
8,1.5108665991973877,0.45557333333333333,3.0194238166809084,0.1226
9,1.5016457592773438,0.45923555555555556,2.97385181312561,0.1008
