Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.8867928586578369,0.30676888888888887,3.2080112190246584,0.1006
1,1.7094138583628335,0.37791555555555556,3.0147588018417357,0.1008
2,1.6373690616268581,0.4065066666666667,2.95268724527359,0.095
3,1.5943146975538465,0.4236533333333333,2.9499881843566893,0.1026
4,1.5660907995859783,0.4354622222222222,2.894343135070801,0.0988
5,1.5408547668626573,0.44548444444444446,3.0900403102874754,0.107
6,1.5221757757441203,0.4513377777777778,2.979514029121399,0.111
7,1.5055095695707532,0.45966666666666667,3.009053787612915,0.1094
8,1.487877943195767,0.4637511111111111,3.240671249961853,0.1238
9,1.4708418311055502,0.4699111111111111,2.8694784912109377,0.1256
