Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7050223274654812,0.37911666666666666,1.2855114265441894,0.5388
1,1.4384689839257134,0.48315,1.010759383392334,0.636
2,1.3602962421417237,0.5124,1.0058660319328308,0.6376
3,1.3071128271314834,0.5343555555555556,0.9147188819408417,0.6746
4,1.26566907192866,0.5492277777777778,0.9288814290046692,0.673
5,1.236802379290263,0.5605388888888889,1.0401180507659913,0.6406
6,1.215015685304006,0.5687555555555556,0.8726874123096466,0.6972
7,1.1969810185538399,0.5752333333333334,0.9016507925033569,0.6834
8,1.180284146923489,0.5811166666666666,0.8393155858039856,0.7142
9,1.1695406693988377,0.5846888888888889,0.90839963722229,0.679
10,1.1609181573020086,0.58745,0.8629363017559052,0.6958
11,1.1519467498779297,0.5903888888888889,0.8631127494335175,0.703
12,1.1425671609454684,0.5936555555555556,0.9872694283008575,0.6658
13,1.1353860205756294,0.59615,0.8727461365699768,0.6934
14,1.1314518620385063,0.5970166666666666,0.8707601938009262,0.6988
15,1.1261709496816,0.6004777777777778,0.8850609652996063,0.6886
16,1.1216458279503716,0.6018166666666667,0.8997745997428894,0.6798
17,1.1192230589548746,0.6021333333333333,0.9347942605018615,0.6714
18,1.1138967568715414,0.6034111111111111,0.8222361275672913,0.7178
19,1.1089934291733636,0.6043444444444445,0.8292946634292603,0.7108
