Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.9036616739866468,0.3065466666666667,2.7482349840164186,0.1014
1,1.6861285493893095,0.3895733333333333,2.825222797012329,0.156
2,1.5884618793275622,0.42884,3.277814578819275,0.141
3,1.5391572791332668,0.44728444444444443,3.87902594909668,0.1428
4,1.5045154009246826,0.45985333333333334,3.4718057621002196,0.1638
5,1.479919929491679,0.46995555555555557,3.9883279514312746,0.16
6,1.4608510293240018,0.47604,4.573288376617431,0.1562
7,1.4473586836539374,0.48149333333333333,4.021447925949096,0.1758
8,1.4345260673734876,0.4857022222222222,4.996536231994629,0.1428
9,1.4252798942014906,0.48900444444444446,4.525967051696777,0.1414
