Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.2207131070666843,0.5692444444444444,1.0169352716445923,0.643
1,0.8389177692943149,0.7066,0.8390334572792053,0.7126
2,0.7129109450976054,0.7535555555555555,0.8334739161968231,0.711
3,0.640487881649865,0.7781111111111111,0.789166414642334,0.7334
4,0.574565830066469,0.8011111111111111,0.6422888943195343,0.7822
5,0.5291868959585826,0.8179555555555555,0.7460890441894531,0.7476
6,0.48479972398546006,0.8340888888888889,0.6494472000837326,0.781
7,0.451447451072269,0.8446666666666667,0.6966382577180863,0.7654
8,0.42312759720484416,0.8558888888888889,0.6856551077365876,0.769
9,0.3976920537524753,0.865,0.5773851008892059,0.8002
10,0.3708674109511905,0.8752222222222222,0.6798407327651977,0.7714
11,0.3519936555835936,0.8828444444444444,0.6158071190357208,0.7914
12,0.3336062150557836,0.8859333333333334,0.6043901360750198,0.805
13,0.3158520335594813,0.8938444444444444,0.6430677180767059,0.788
14,0.30510137066841125,0.8963777777777778,0.6036081469416619,0.7946
15,0.2913188892788357,0.9005111111111112,0.6198763211011886,0.7974
16,0.2818143180992868,0.9049777777777778,0.6734219431400299,0.7836
17,0.27116505868699814,0.9076666666666666,0.6350133581161499,0.7928
18,0.2625660920937856,0.9120444444444444,0.607955523777008,0.8068
19,0.25530142829153274,0.9144444444444444,0.7342010024547577,0.7792
