Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,0.720125948838128,0.7498488888888889,0.8537279965400696,0.7164
1,0.34807790918668113,0.8841866666666667,0.6879337300300599,0.7722
2,0.2357819055504269,0.9242933333333333,0.7115589469909668,0.7734
3,0.18682328009552426,0.9407955555555556,0.6944977300643921,0.7894
4,0.16594396297030978,0.9473822222222222,0.6108096824645997,0.8062
5,0.15280617007096609,0.9523688888888889,0.7552979351043702,0.7738
6,0.14421733784543142,0.9547066666666667,0.6629287544250488,0.7964
7,0.13795401592784456,0.9575688888888889,0.7042722949981689,0.79
8,0.13233946946409014,0.9584355555555556,0.6911311569213867,0.7894
9,0.1280120850223965,0.9600533333333333,0.6528303800582885,0.7964
