Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7276451453526815,0.3732666666666667,1.2484517188072204,0.5554
1,1.4466555450015597,0.48006666666666664,1.0150705141067504,0.6474
2,1.3448418630811902,0.51895,0.927166642665863,0.6754
3,1.27815380092197,0.54575,0.9482707748413086,0.6764
4,1.2419210996839736,0.5580166666666667,0.9927206200599671,0.6534
5,1.212980840640598,0.5681555555555555,0.8844570151329041,0.6946
6,1.1906230596542358,0.5758666666666666,0.9685553026676178,0.6618
7,1.1757192136764527,0.5815555555555556,0.9126676465034484,0.681
8,1.1615508615705703,0.5872111111111111,0.8874236199378968,0.6966
9,1.150658339161343,0.5904666666666667,0.8438528759002686,0.7078
10,1.139598747889201,0.5943944444444444,0.8949997247695923,0.6986
11,1.1327871858384875,0.5978611111111111,0.8310424440383911,0.7118
12,1.127204163869222,0.5996388888888889,0.8428664827346801,0.7032
13,1.1209981682247585,0.6018222222222223,0.8514283941745758,0.7052
14,1.1127966409259373,0.6051722222222222,0.8308038834571838,0.72
15,1.1074260872099135,0.6055388888888888,0.8795706022262573,0.6852
16,1.1010033272001478,0.6081611111111112,0.844674995136261,0.702
17,1.095927013206482,0.6101888888888889,0.8349882343292236,0.7064
18,1.0922618173811172,0.6102666666666666,0.8393561232566833,0.7182
19,1.088556405851576,0.6127222222222222,0.8537816552162171,0.7058
