Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.7198140276167129,0.3769111111111111,1.4933489616394042,0.48
1,1.4503143925348918,0.47905555555555557,1.1257126001358033,0.607
2,1.3526667271720039,0.5167166666666667,1.0154944448471068,0.6436
3,1.2987562418619791,0.5371166666666667,1.0839118567466737,0.6194
4,1.2629450818803576,0.5513333333333333,0.992075053691864,0.6498
5,1.2358121600045098,0.5594555555555556,1.0063657259941101,0.6518
6,1.2155034884770712,0.5677555555555556,0.9885259055137634,0.6558
7,1.2004533383263483,0.5731055555555555,0.9340440078735351,0.673
8,1.185430172581143,0.5787444444444444,0.914592335319519,0.6872
9,1.1755250866360134,0.5819222222222222,0.8772754687309265,0.7006
10,1.16385840127733,0.5866611111111111,0.9365061962127685,0.674
11,1.158364237446255,0.5888222222222222,0.9095880496025085,0.6794
12,1.1509698696348403,0.5913166666666667,0.9161319391250611,0.6786
13,1.1462094206068252,0.5933611111111111,0.9301818305015565,0.672
14,1.1403673189375136,0.5955555555555555,0.8519764751434327,0.7002
15,1.1356445333480836,0.5970555555555556,0.9233107363700866,0.6782
16,1.132019164382087,0.5978,1.100444207382202,0.638
17,1.1241462176852757,0.6012,0.8605396713256835,0.702
18,1.1192782419628566,0.6031833333333333,0.9323452349662781,0.6764
19,1.116476264837053,0.6023722222222222,0.8821621910095215,0.6992
